INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jepywf', '女', '0000000000', 'zy', '08012004', '04-07-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dlzkxm', '男', '0000017000', 'yh', '08012019', '11-28-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jxizsvi', '女', '0000017001', 'jd', '08012014', '12-27-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Quny', '男', '0000017002', 'gl', '08012019', '03-22-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wasn', '女', '0000017003', 'gl', '08012017', '07-12-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Osxxo', '男', '0000017004', 'yh', '08012023', '01-29-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yefyocpz', '女', '0000017005', 'gl', '08012007', '08-18-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Luiamd', '男', '0000017006', 'jx', '08012015', '05-18-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lanvudn', '女', '0000017007', 'gl', '08012022', '12-05-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oqwh', '男', '0000017008', 'yh', '08012014', '04-02-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ylgthop', '女', '0000017009', 'jd', '08012006', '02-07-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ntfn', '女', '0000017010', 'gl', '08012001', '03-07-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tibnzg', '男', '0000017011', 'jd', '08012022', '01-01-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sqtwht', '女', '0000017012', 'zy', '08012019', '01-16-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fjuqp', '女', '0000017013', 'zd', '08012004', '02-08-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dnuqd', NULL, '0000017014', 'jx', '08012018', '02-28-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mhdrv', '女', '0000017015', 'zd', '08012009', '09-17-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lkezlnv', '男', '0000017016', 'jx', '08012005', '03-20-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qutcbtv', '女', '0000017017', 'gl', '08012010', '01-06-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uakj', '男', '0000017018', 'yh', '08012002', '09-11-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zlwvimgi', '男', '0000017019', 'gl', '08012010', '01-25-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zyzqbjsv', '女', '0000017020', 'zd', '08012001', '07-03-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qgobwo', '男', '0000017021', 'jd', '08012007', '04-23-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lxmsx', '男', '0000017022', 'gl', '08012009', '08-23-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Piid', '女', '0000017023', 'jx', '08012003', '05-01-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Upokk', NULL, '0000017024', 'js', '08012007', '09-18-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xduhlp', NULL, '0000017025', 'js', '08012016', '07-07-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Spmmcqz', '男', '0000017026', 'js', '08012002', '02-13-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ksvnpj', '女', '0000017027', 'js', '08012002', '05-09-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nmeo', '男', '0000017028', 'zd', '08012017', '07-31-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zhraep', '男', '0000017029', 'zy', '08012020', '07-09-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ljvofhi', '女', '0000017030', 'js', '08012010', '03-09-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zqshdkk', '女', '0000017031', 'jx', '08012022', '10-08-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Efqwb', '女', '0000017032', 'yh', '08012006', '10-03-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Cknc', '男', '0000017033', 'gl', '08012014', '09-14-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qukkcmit', '男', '0000017034', 'yh', '08012000', '05-24-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xdsg', '女', '0000017035', 'yh', '08012001', '07-05-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vxvtun', '男', '0000017036', 'zd', '08012016', '04-19-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yghvtvam', '女', '0000017037', 'jx', '08012020', '04-20-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wxfi', '女', '0000017038', 'zd', '08012009', '09-18-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nvlp', '女', '0000017039', 'jd', '08012008', '04-30-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ishkbeb', NULL, '0000017040', 'zd', '08012005', '07-29-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Plsio', '男', '0000017041', 'gl', '08012020', '01-27-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tagnaui', '女', '0000017042', 'js', '08012014', '10-31-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Msdvhp', '男', '0000017043', 'jd', '08012013', '09-05-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rxrqvfor', '女', '0000017044', 'zy', '08012016', '06-12-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qouqgmdy', '女', '0000017045', 'zy', '08012002', '12-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lqlvtm', '男', '0000017046', 'zy', '08012019', '01-13-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Avtfaag', '男', '0000017047', 'jd', '08012023', '07-10-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rfqjcaj', '男', '0000017048', 'jd', '08012016', '11-26-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Enoq', NULL, '0000017049', 'yh', '08012021', '04-23-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Inmzhvws', '男', '0000017050', 'jd', '08012005', '08-20-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gimmi', '男', '0000017051', 'zy', '08012019', '01-28-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mnsnq', '女', '0000017052', 'jx', '08012021', '10-10-1997');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bvntmuc', '男', '0000017053', 'js', '08012012', '04-26-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oeugj', '男', '0000017054', 'yh', '08012015', '01-04-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lscbtsh', '男', '0000017055', 'gl', '08012005', '05-01-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Onmvmimu', '女', '0000017056', 'yh', '08012007', '02-28-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kdyinyzd', '女', '0000017057', 'zy', '08012019', '05-10-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ojrgbp', '男', '0000017058', 'gl', '08012012', '03-14-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dskxc', '男', '0000017059', 'jx', '08012003', '11-16-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lxsomnae', '男', '0000017060', 'jd', '08012000', '02-18-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qnxkuhjm', NULL, '0000017061', 'zy', '08012002', '02-02-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eczf', '男', '0000017062', 'zd', '08012009', '02-17-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kdnrprk', '女', '0000017063', 'zd', '08012004', '04-28-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Imwhklq', '女', '0000017064', 'jx', '08012012', '11-13-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ehep', '男', '0000017065', 'jd', '08012009', '10-04-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qogh', '女', '0000017066', 'zy', '08012004', '01-23-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mhfuoyy', '女', '0000017067', 'js', '08012018', '02-23-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ykhdbqog', '男', '0000017068', 'zy', '08012010', '10-26-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vooi', '女', '0000017069', 'yh', '08012015', '05-22-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dkfsq', '女', '0000017070', 'zd', '08012016', '11-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iqegyqdd', '男', '0000017071', 'yh', '08012023', '07-04-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fwyl', '男', '0000017072', 'zy', '08012006', '01-21-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yfjaex', '女', '0000017073', 'zd', '08012015', '08-08-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Grxhd', '女', '0000017074', 'jx', '08012011', '12-29-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Udcvmj', '男', '0000017075', 'zd', '08012019', '01-30-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kdszzh', '男', '0000017076', 'gl', '08012009', '05-01-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Knde', '女', '0000017077', 'js', '08012005', '02-23-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Izud', '男', '0000017078', 'zd', '08012016', '11-29-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kpqse', '女', '0000017079', 'js', '08012016', '07-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hxhlyi', '男', '0000017080', 'zy', '08012000', '07-30-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dgtnpj', '男', '0000017081', 'gl', '08012011', '10-28-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pgcct', '男', '0000017082', 'gl', '08012018', '09-30-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fzugb', '女', '0000017083', 'jx', '08012005', '06-29-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ghqsjrau', '男', '0000017084', 'zy', '08012018', '11-30-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Spjsugqw', '男', '0000017085', 'jd', '08012014', '06-06-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bhxft', '男', '0000017086', 'yh', '08012012', '11-10-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Garivd', '女', '0000017087', 'jd', '08012001', '11-23-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rppgego', NULL, '0000017088', 'zy', '08012002', '02-13-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ppnswls', '女', '0000017089', 'jx', '08012001', '07-23-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qxxal', '男', '0000017090', 'zd', '08012016', '07-27-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rfskokh', '女', '0000017091', 'zy', '08012013', '03-13-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xiydfkxd', '男', '0000017092', 'jx', '08012009', '07-07-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nuceojsc', '男', '0000017093', 'js', '08012017', '10-24-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yrqj', '女', '0000017094', 'gl', '08012020', '07-02-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jhfp', '男', '0000017095', 'jd', '08012004', '10-11-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bawne', '男', '0000017096', 'yh', '08012009', '07-28-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pebxxonx', '男', '0000017097', 'js', '08012002', '02-21-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pklvf', '女', '0000017098', 'zy', '08012017', '11-13-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jgqbgem', '女', '0000017099', 'zy', '08012017', '04-27-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Yzaqymer', '男', '0000017100', 'gl', '08012003', '05-12-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ljhxvva', '女', '0000017101', 'jx', '08012006', '04-24-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kivnh', '女', '0000017102', 'js', '08012011', '12-13-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Eqyrams', '男', '0000017103', 'jd', '08012022', '07-24-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mvrdgrcu', '男', '0000017104', 'jd', '08012017', '08-04-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Atets', '女', '0000017105', 'jd', '08012022', '07-26-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qdkxcm', '女', '0000017106', 'yh', '08012022', '12-09-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qwpimo', '男', '0000017107', 'js', '08012005', '12-11-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kqrz', '男', '0000017108', 'zd', '08012013', '11-09-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xfjbprj', '男', '0000017109', 'jx', '08012019', '10-17-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ebszm', '男', '0000017110', 'jx', '08012004', '03-13-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Adxnvzw', '女', '0000017111', 'gl', '08012023', '11-15-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ddrx', '女', '0000017112', 'jd', '08012004', '06-21-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Njtlthga', '男', '0000017113', 'yh', '08012002', '09-15-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fmbn', '男', '0000017114', 'jx', '08012022', '09-12-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Oskufjsz', '女', '0000017115', 'gl', '08012012', '11-17-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wwimbjwa', '女', '0000017116', 'zd', '08012022', '05-18-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Poyicjb', NULL, '0000017117', 'zd', '08012009', '03-21-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Znwcj', '男', '0000017118', 'js', '08012006', '02-26-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zdqofzh', '女', '0000017119', 'jd', '08012007', '10-11-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Jfkl', '女', '0000017120', 'yh', '08012019', '07-26-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sgflp', '女', '0000017121', 'yh', '08012019', '05-18-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Myrlqwso', '女', '0000017122', 'jd', '08012012', '11-25-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bzlpldq', '男', '0000017123', 'zy', '08012007', '05-12-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mrsir', '女', '0000017124', 'jd', '08012014', '10-10-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wzbdk', '男', '0000017125', 'js', '08012001', '07-25-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qxckrni', '女', '0000017126', 'zy', '08012006', '01-12-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lhyifuxy', '女', '0000017127', 'jd', '08012014', '11-12-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gcugsby', '女', '0000017128', 'gl', '08012010', '03-20-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vxsfq', '女', '0000017129', 'yh', '08012005', '04-15-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dzjmjpx', '女', '0000017130', 'jx', '08012018', '03-12-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Smynt', '女', '0000017131', 'yh', '08012003', '03-30-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Etftbni', '男', '0000017132', 'gl', '08012009', '02-12-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ryrxtg', NULL, '0000017133', 'zy', '08012020', '02-10-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Fhaav', '男', '0000017134', 'jx', '08012000', '07-02-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Gyyrtvnt', '女', '0000017135', 'zy', '08012016', '04-03-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Loxfyab', '男', '0000017136', 'zd', '08012014', '05-10-1992');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Uzbvpg', '女', '0000017137', 'zd', '08012022', '07-12-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mrrts', '女', '0000017138', 'jx', '08012020', '09-03-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kxyloesi', '男', '0000017139', 'js', '08012019', '05-06-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hvcaibw', '男', '0000017140', 'jd', '08012006', '10-07-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Lwhb', '女', '0000017141', 'gl', '08012021', '05-20-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ezjt', '女', '0000017142', 'zd', '08012022', '03-24-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vyufpqt', '女', '0000017143', 'zd', '08012006', '01-29-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ogimdlca', '男', '0000017144', 'js', '08012004', '06-09-1981');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rsiau', '女', '0000017145', 'jd', '08012010', '07-25-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nweusosh', '女', '0000017146', 'gl', '08012018', '11-06-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Urmrl', '男', '0000017147', 'jx', '08012014', '07-27-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kgvkuakh', '男', '0000017148', 'zy', '08012021', '08-04-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Iwxveo', '男', '0000017149', 'yh', '08012004', '03-31-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Epaaj', '男', '0000017150', 'zd', '08012017', '07-18-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hluemv', '女', '0000017151', 'js', '08012017', '01-03-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pvrsvnvo', '女', '0000017152', 'zy', '08012017', '09-23-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kdehqe', '男', '0000017153', 'zy', '08012014', '06-01-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ejkqyvs', '男', '0000017154', 'js', '08012000', '03-25-1996');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kvrew', '男', '0000017155', 'yh', '08012008', '03-31-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Bediuc', '男', '0000017156', 'yh', '08012016', '08-15-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Webep', '女', '0000017157', 'yh', '08012018', '09-17-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tfmavy', '女', '0000017158', 'yh', '08012020', '09-12-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Currhi', '男', '0000017159', 'zy', '08012008', '08-24-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Prsa', '女', '0000017160', 'jx', '08012023', '10-22-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Ajrrwao', '男', '0000017161', 'zd', '08012020', '04-10-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rbreyvfv', '男', '0000017162', 'zd', '08012005', '10-01-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sbrfhhh', '男', '0000017163', 'jd', '08012013', '07-04-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nztmyacg', NULL, '0000017164', 'js', '08012011', '07-28-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Clbqq', '男', '0000017165', 'jd', '08012009', '04-25-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Wonimbi', '男', '0000017166', 'jd', '08012021', '12-27-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kmpvpim', '女', '0000017167', 'yh', '08012019', '06-08-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Dbeekywy', '男', '0000017168', 'jx', '08012009', '10-26-1998');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hddnpph', '女', '0000017169', 'zy', '08012004', '05-25-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sazebur', '男', '0000017170', 'gl', '08012007', '11-25-1984');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rziwrcd', '女', '0000017171', 'jd', '08012021', '06-03-1986');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kaoofh', '女', '0000017172', 'zy', '08012001', '11-12-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rdtlqxkd', '男', '0000017173', 'js', '08012021', '05-23-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kosrro', '男', '0000017174', 'zy', '08012012', '10-13-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Sukrfp', '男', '0000017175', 'zy', '08012004', '10-02-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Zvks', '女', '0000017176', 'jx', '08012010', '07-29-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hmjc', '男', '0000017177', 'yh', '08012013', '05-02-1980');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Tltdujx', '女', '0000017178', 'zd', '08012021', '09-21-1989');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Obtfieu', '男', '0000017179', 'jx', '08012007', '08-11-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Xqlcpcn', '女', '0000017180', 'zy', '08012019', '11-25-1987');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Kfav', '男', '0000017181', 'zd', '08012010', '01-27-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Efaeafqa', '男', '0000017182', 'jx', '08012005', '11-16-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Rtjrxfuh', NULL, '0000017183', 'yh', '08012008', '05-31-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qsytsnpm', '男', '0000017184', 'jd', '08012000', '08-26-1993');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Qqih', '女', '0000017185', 'zy', '08012015', '01-31-1994');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mdxyul', NULL, '0000017186', 'gl', '08012008', '09-15-1991');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Upnim', '女', '0000017187', 'gl', '08012005', '07-06-1982');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Mdiauxd', '男', '0000017188', 'jx', '08012004', '09-17-1988');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Aoajir', '女', '0000017189', 'js', '08012022', '10-15-2000');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Emngu', '女', '0000017190', 'jd', '08012021', '09-14-1985');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Nkqo', '男', '0000017191', 'js', '08012021', '06-22-1999');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Hpmpuvg', '男', '0000017192', 'gl', '08012008', '09-02-1995');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Vugyvtt', '女', '0000017193', 'jd', '08012022', '02-17-1990');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Pwod', '女', '0000017194', 'jx', '08012005', '11-25-1983');
INSERT INTO xs (xm, xb, xh, ydh, bj, chrq) VALUES ('Afeol', '女', '0000017195', 'jx', '08012006', '06-13-1987');
